0 4 1 12
0 9 4 12
9 5 4 12
4 5 8 12
4 8 1 12
8 10 1 12
8 3 10 12
5 3 8 12
5 2 3 12
2 7 3 12
7 10 3 12
7 6 10 12
7 11 6 12
11 0 6 12
0 1 6 12
6 1 10 12
9 0 11 12
9 11 2 12
9 2 5 12
7 2 11 12
